,customer,inactive_days,number_of_orders,total_payment,cluster_r,cluster_f,cluster_m,rfm_segment,segment_index
17252,C25526,333,1,236.21,2,1,1,211,D
17253,C25527,333,1,132.07999999999998,2,1,1,211,D
17254,C25528,333,1,135.17,2,1,1,211,D
17255,C25529,333,1,51.1,2,1,1,211,D
17256,C2553,547,1,60.34,1,1,1,111,D
17257,C25530,333,1,19.78,2,1,1,211,D
17258,C25531,333,1,40.739999999999995,2,1,1,211,D
17259,C25532,333,1,118.84,2,1,1,211,D
17260,C25533,333,1,72.68,2,1,1,211,D
17261,C25534,333,1,64.1,2,1,1,211,D
17262,C25535,333,1,116.94,2,1,1,211,D
17263,C25536,333,1,293.32,2,1,1,211,D
17264,C25537,333,1,1034.72,2,1,2,212,D
17265,C25538,333,1,46.84,2,1,1,211,D
17266,C25539,333,2,90.22,2,2,1,221,D
17267,C2554,547,1,77.42,1,1,1,111,D
17268,C25540,333,1,98.9,2,1,1,211,D
17269,C25541,333,1,32.089999999999996,2,1,1,211,D
17270,C25542,333,1,50.0,2,1,1,211,D
17271,C25543,333,1,178.78,2,1,1,211,D
17272,C25544,333,1,71.75,2,1,1,211,D
17273,C25545,333,1,22.78,2,1,1,211,D
17274,C25546,333,1,65.71000000000001,2,1,1,211,D
17275,C25547,333,1,105.2,2,1,1,211,D
17276,C25548,333,1,47.37,2,1,1,211,D
17277,C25549,333,1,237.07,2,1,1,211,D
17278,C2555,547,1,242.10000000000002,1,1,1,111,D
17279,C25550,333,1,119.38,2,1,1,211,D
17280,C25551,333,1,30.35,2,1,1,211,D
17281,C25552,333,1,37.69,2,1,1,211,D
17282,C25553,333,1,69.33,2,1,1,211,D
17283,C25554,333,1,121.98,2,1,1,211,D
17284,C25555,333,1,864.69,2,1,2,212,D
17285,C25556,333,1,146.66000000000003,2,1,1,211,D
17286,C25557,333,1,46.69,2,1,1,211,D
17287,C25558,333,1,86.15,2,1,1,211,D
17288,C25559,333,1,181.60000000000002,2,1,1,211,D
17289,C2556,547,1,51.440000000000005,1,1,1,111,D
17290,C25560,333,1,68.62,2,1,1,211,D
17291,C25561,333,1,72.16,2,1,1,211,D
17292,C25562,333,1,148.28,2,1,1,211,D
17293,C25563,333,1,109.49000000000001,2,1,1,211,D
17294,C25564,333,1,327.42,2,1,2,212,D
17295,C25565,333,1,107.4,2,1,1,211,D
17296,C25566,333,1,284.04,2,1,1,211,D
17297,C25567,333,1,111.4,2,1,1,211,D
17298,C25568,333,1,165.70000000000002,2,1,1,211,D
17299,C25569,333,1,194.68,2,1,1,211,D
17300,C2557,547,1,163.56,1,1,1,111,D
17301,C25570,333,1,220.45999999999998,2,1,1,211,D
17302,C25571,333,1,41.71,2,1,1,211,D
17303,C25572,333,1,45.78,2,1,1,211,D
17304,C25573,333,1,91.96000000000001,2,1,1,211,D
17305,C25574,333,1,120.74,2,1,1,211,D
17306,C25575,333,1,38.0,2,1,1,211,D
17307,C25576,333,1,132.59,2,1,1,211,D
17308,C25577,147,4,483.33,3,3,2,332,A
17309,C25578,333,1,50.1,2,1,1,211,D
17310,C25579,333,1,218.63,2,1,1,211,D
17311,C2558,547,1,40.74,1,1,1,111,D
17312,C25580,333,1,77.57,2,1,1,211,D
17313,C25581,333,1,131.14,2,1,1,211,D
17314,C25582,333,1,35.19,2,1,1,211,D
17315,C25583,333,1,61.589999999999996,2,1,1,211,D
17316,C25584,333,1,174.86,2,1,1,211,D
17317,C25585,333,1,107.78,2,1,1,211,D
17318,C25586,333,1,155.14,2,1,1,211,D
17319,C25587,333,1,42.379999999999995,2,1,1,211,D
17320,C25588,333,1,101.22,2,1,1,211,D
17321,C25589,333,1,44.0,2,1,1,211,D
17322,C2559,547,1,115.81,1,1,1,111,D
17323,C25590,333,1,169.32000000000002,2,1,1,211,D
17324,C25591,333,1,31.38,2,1,1,211,D
17325,C25592,333,1,52.839999999999996,2,1,1,211,D
17326,C25593,333,2,79.56,2,2,1,221,D
17327,C25594,333,1,38.089999999999996,2,1,1,211,D
17328,C25595,333,1,65.09,2,1,1,211,D
17329,C25596,333,1,190.37,2,1,1,211,D
17330,C25597,333,1,213.96,2,1,1,211,D
17331,C25598,333,1,79.98,2,1,1,211,D
17332,C25599,333,1,69.45,2,1,1,211,D
17333,C256,687,1,64.83,1,1,1,111,D
17334,C2560,547,1,195.42000000000002,1,1,1,111,D
17335,C25600,333,1,96.71000000000001,2,1,1,211,D
17336,C25601,333,1,73.34,2,1,1,211,D
17337,C25602,333,1,216.0,2,1,1,211,D
17338,C25603,333,1,197.53,2,1,1,211,D
17339,C25604,333,1,188.94,2,1,1,211,D
17340,C25605,333,1,172.52,2,1,1,211,D
17341,C25606,333,1,171.29,2,1,1,211,D
17342,C25607,333,1,40.089999999999996,2,1,1,211,D
17343,C25608,333,1,31.75,2,1,1,211,D
17344,C25609,333,1,26.24,2,1,1,211,D
17345,C2561,547,1,101.14,1,1,1,111,D
17346,C25610,333,1,119.48,2,1,1,211,D
17347,C25611,333,1,45.0,2,1,1,211,D
17348,C25612,333,1,77.99,2,1,1,211,D
17349,C25613,333,1,38.75,2,1,1,211,D
17350,C25614,333,1,51.75,2,1,1,211,D
17351,C25615,333,2,159.69,2,2,1,221,D
17352,C25616,333,1,65.78,2,1,1,211,D
17353,C25617,333,1,196.97,2,1,1,211,D
17354,C25618,332,1,69.33,2,1,1,211,D
17355,C25619,332,1,401.09,2,1,2,212,D
17356,C2562,547,1,1246.34,1,1,3,113,D
17357,C25620,332,1,33.769999999999996,2,1,1,211,D
17358,C25621,332,1,196.81,2,1,1,211,D
17359,C25622,332,1,63.34,2,1,1,211,D
17360,C25623,332,1,99.22,2,1,1,211,D
17361,C25624,332,1,69.12,2,1,1,211,D
17362,C25625,332,1,150.87,2,1,1,211,D
17363,C25626,332,1,338.74,2,1,2,212,D
17364,C25627,332,1,61.71,2,1,1,211,D
17365,C25628,332,1,38.0,2,1,1,211,D
17366,C25629,332,1,46.0,2,1,1,211,D
17367,C2563,547,1,1228.73,1,1,3,113,D
17368,C25630,332,1,25.75,2,1,1,211,D
17369,C25631,332,1,950.01,2,1,2,212,D
17370,C25632,332,1,63.44,2,1,1,211,D
17371,C25633,332,1,116.85000000000001,2,1,1,211,D
17372,C25634,332,1,179.07,2,1,1,211,D
17373,C25635,332,1,208.85,2,1,1,211,D
17374,C25636,332,1,85.78999999999999,2,1,1,211,D
17375,C25637,332,1,118.38,2,1,1,211,D
17376,C25638,332,1,42.68,2,1,1,211,D
17377,C25639,332,1,46.69,2,1,1,211,D
17378,C2564,547,1,61.739999999999995,1,1,1,111,D
17379,C25640,332,1,59.1,2,1,1,211,D
17380,C25641,332,1,107.06,2,1,1,211,D
17381,C25642,332,1,86.15,2,1,1,211,D
17382,C25643,332,1,67.59,2,1,1,211,D
17383,C25644,332,1,168.29000000000002,2,1,1,211,D
17384,C25645,332,3,209.94,2,3,1,231,B
17385,C25646,332,1,124.74,2,1,1,211,D
17386,C25647,332,1,112.03,2,1,1,211,D
17387,C25648,332,1,73.34,2,1,1,211,D
17388,C25649,332,1,121.83,2,1,1,211,D
17389,C2565,547,1,84.16,1,1,1,111,D
17390,C25650,332,1,34.72,2,1,1,211,D
17391,C25651,332,1,56.78,2,1,1,211,D
17392,C25652,332,1,14.780000000000001,2,1,1,211,D
17393,C25653,332,1,35.69,2,1,1,211,D
17394,C25654,332,1,49.1,2,1,1,211,D
17395,C25655,332,1,129.54,2,1,1,211,D
17396,C25656,332,1,57.82,2,1,1,211,D
17397,C25657,332,1,1653.6,2,1,3,213,B
17398,C25658,332,1,42.6,2,1,1,211,D
17399,C25659,332,1,131.60999999999999,2,1,1,211,D
17400,C2566,547,1,128.68,1,1,1,111,D
17401,C25660,332,1,281.34000000000003,2,1,1,211,D
17402,C25661,332,1,73.13,2,1,1,211,D
17403,C25662,332,1,167.34,2,1,1,211,D
17404,C25663,332,1,52.68,2,1,1,211,D
17405,C25664,332,1,50.730000000000004,2,1,1,211,D
17406,C25665,332,1,135.70000000000002,2,1,1,211,D
17407,C25666,332,1,89.63000000000001,2,1,1,211,D
17408,C25667,332,1,73.34,2,1,1,211,D
17409,C25668,332,1,125.39,2,1,1,211,D
17410,C25669,332,1,42.78,2,1,1,211,D
17411,C2567,547,1,139.26999999999998,1,1,1,111,D
17412,C25670,332,1,203.14,2,1,1,211,D
17413,C25671,332,1,61.01,2,1,1,211,D
17414,C25672,332,1,52.78,2,1,1,211,D
17415,C25673,332,2,525.09,2,2,2,222,B
17416,C25674,332,1,251.68,2,1,1,211,D
17417,C25675,332,1,121.58,2,1,1,211,D
17418,C25676,332,1,45.79,2,1,1,211,D
17419,C25677,332,1,222.66,2,1,1,211,D
17420,C25678,332,1,182.52,2,1,1,211,D
17421,C25679,332,1,27.68,2,1,1,211,D
17422,C2568,547,1,329.33,1,1,2,112,D
17423,C25680,332,1,158.13,2,1,1,211,D
17424,C25681,332,1,55.1,2,1,1,211,D
17425,C25682,332,1,187.96,2,1,1,211,D
17426,C25683,332,2,160.32,2,2,1,221,D
17427,C25684,332,1,131.56,2,1,1,211,D
17428,C25685,332,1,50.1,2,1,1,211,D
17429,C25686,332,1,45.82,2,1,1,211,D
17430,C25687,332,1,106.38,2,1,1,211,D
17431,C25688,332,1,89.17,2,1,1,211,D
17432,C25689,332,1,116.94,2,1,1,211,D
17433,C2569,547,1,160.18,1,1,1,111,D
17434,C25690,332,1,70.91,2,1,1,211,D
17435,C25691,332,1,55.839999999999996,2,1,1,211,D
17436,C25692,332,1,31.75,2,1,1,211,D
17437,C25693,332,1,75.65,2,1,1,211,D
17438,C25694,332,1,66.74,2,1,1,211,D
17439,C25695,332,1,44.72,2,1,1,211,D
17440,C25696,332,1,546.45,2,1,2,212,D
17441,C25697,332,1,869.09,2,1,2,212,D
17442,C25698,332,1,112.81,2,1,1,211,D
17443,C25699,332,1,73.34,2,1,1,211,D
17444,C257,687,1,297.90999999999997,1,1,1,111,D
17445,C2570,547,1,76.24000000000001,1,1,1,111,D
17446,C25700,332,1,57.379999999999995,2,1,1,211,D
17447,C25701,332,1,92.57,2,1,1,211,D
17448,C25702,332,1,121.19,2,1,1,211,D
17449,C25703,332,1,116.94,2,1,1,211,D
17450,C25704,332,1,201.84,2,1,1,211,D
17451,C25705,332,1,181.55,2,1,1,211,D
17452,C25706,332,1,116.94,2,1,1,211,D
17453,C25707,332,1,134.82999999999998,2,1,1,211,D
17454,C25708,332,1,108.92999999999999,2,1,1,211,D
17455,C25709,332,1,129.41,2,1,1,211,D
17456,C2571,547,1,101.14,1,1,1,111,D
17457,C25710,332,1,41.71,2,1,1,211,D
17458,C25711,332,1,155.14,2,1,1,211,D
17459,C25712,332,1,175.87,2,1,1,211,D
17460,C25713,332,1,177.2,2,1,1,211,D
17461,C25714,332,1,52.85,2,1,1,211,D
17462,C25715,332,1,99.34,2,1,1,211,D
17463,C25716,332,1,864.13,2,1,2,212,D
17464,C25717,332,1,68.13,2,1,1,211,D
17465,C25718,332,1,60.75,2,1,1,211,D
17466,C25719,332,1,62.589999999999996,2,1,1,211,D
17467,C2572,547,1,87.62,1,1,1,111,D
17468,C25720,332,1,377.25,2,1,2,212,D
17469,C25721,332,1,116.94,2,1,1,211,D
17470,C25722,332,1,133.76,2,1,1,211,D
17471,C25723,332,1,173.84,2,1,1,211,D
17472,C25724,332,1,238.58,2,1,1,211,D
17473,C25725,332,1,28.099999999999998,2,1,1,211,D
17474,C25726,332,1,132.94,2,1,1,211,D
17475,C25727,332,1,36.85,2,1,1,211,D
17476,C25728,332,1,43.53,2,1,1,211,D
17477,C25729,331,1,56.49,2,1,1,211,D
17478,C2573,547,1,52.68,1,1,1,111,D
17479,C25730,331,2,146.68,2,2,1,221,D
17480,C25731,331,1,186.72,2,1,1,211,D
17481,C25732,331,1,112.71000000000001,2,1,1,211,D
17482,C25733,331,1,116.84,2,1,1,211,D
17483,C25734,331,1,29.88,2,1,1,211,D
17484,C25735,331,1,86.15,2,1,1,211,D
17485,C25736,331,1,318.34000000000003,2,1,2,212,D
17486,C25737,331,1,73.13,2,1,1,211,D
17487,C25738,331,1,66.1,2,1,1,211,D
17488,C25739,331,1,65.71000000000001,2,1,1,211,D
17489,C2574,546,1,145.07000000000002,1,1,1,111,D
17490,C25740,331,1,45.11,2,1,1,211,D
17491,C25741,331,1,183.89000000000001,2,1,1,211,D
17492,C25742,331,1,74.16,2,1,1,211,D
17493,C25743,254,3,246.51,2,3,1,231,B
17494,C25744,331,1,99.34,2,1,1,211,D
17495,C25745,331,1,82.63000000000001,2,1,1,211,D
17496,C25746,331,1,201.84,2,1,1,211,D
17497,C25747,331,1,502.14,2,1,2,212,D
17498,C25748,331,1,114.33000000000001,2,1,1,211,D
17499,C25749,331,1,174.04000000000002,2,1,1,211,D
17500,C2575,546,1,89.67999999999999,1,1,1,111,D
17501,C25750,331,1,181.55,2,1,1,211,D
17502,C25751,331,1,96.71000000000001,2,1,1,211,D
17503,C25752,331,1,182.68,2,1,1,211,D
17504,C25753,331,1,60.0,2,1,1,211,D
17505,C25754,331,1,423.51,2,1,2,212,D
17506,C25755,331,1,1653.6,2,1,3,213,B
17507,C25756,331,1,47.44,2,1,1,211,D
17508,C25757,331,2,174.71,2,2,1,221,D
17509,C25758,331,1,59.129999999999995,2,1,1,211,D
17510,C25759,331,1,44.0,2,1,1,211,D
17511,C2576,546,1,152.27,1,1,1,111,D
17512,C25760,331,1,244.99,2,1,1,211,D
17513,C25761,331,1,106.38,2,1,1,211,D
17514,C25762,331,1,45.0,2,1,1,211,D
17515,C25763,331,1,80.88000000000001,2,1,1,211,D
17516,C25764,331,1,35.0,2,1,1,211,D
17517,C25765,331,1,381.0,2,1,2,212,D
17518,C25766,331,2,572.7199999999999,2,2,2,222,B
17519,C25767,331,1,77.57,2,1,1,211,D
17520,C25768,331,1,69.56,2,1,1,211,D
17521,C25769,331,2,109.4,2,2,1,221,D
17522,C2577,546,1,54.06,1,1,1,111,D
17523,C25770,331,1,334.98,2,1,2,212,D
17524,C25771,331,1,131.60999999999999,2,1,1,211,D
17525,C25772,331,1,246.23,2,1,1,211,D
17526,C25773,331,1,55.6,2,1,1,211,D
17527,C25774,331,1,337.18,2,1,2,212,D
17528,C25775,331,1,77.57,2,1,1,211,D
17529,C25776,331,1,136.37,2,1,1,211,D
17530,C25777,331,1,1755.21,2,1,3,213,B
17531,C25778,331,1,88.62,2,1,1,211,D
17532,C25779,331,1,137.06,2,1,1,211,D
17533,C2578,546,1,112.30000000000001,1,1,1,111,D
17534,C25780,331,1,142.06,2,1,1,211,D
17535,C25781,331,1,79.22,2,1,1,211,D
17536,C25782,331,1,129.82999999999998,2,1,1,211,D
17537,C25783,331,1,74.05,2,1,1,211,D
17538,C25784,331,1,115.94,2,1,1,211,D
17539,C25785,331,1,85.15,2,1,1,211,D
17540,C25786,331,1,77.57,2,1,1,211,D
17541,C25787,331,1,102.86,2,1,1,211,D
17542,C25788,331,1,35.0,2,1,1,211,D
17543,C25789,331,1,197.29000000000002,2,1,1,211,D
17544,C2579,546,1,124.44,1,1,1,111,D
17545,C25790,331,1,87.9,2,1,1,211,D
17546,C25791,331,1,46.05,2,1,1,211,D
17547,C25792,331,1,142.10000000000002,2,1,1,211,D
17548,C25793,331,1,37.1,2,1,1,211,D
17549,C25794,331,1,221.71,2,1,1,211,D
17550,C25795,331,1,267.99,2,1,1,211,D
17551,C25796,331,1,160.82999999999998,2,1,1,211,D
17552,C25797,331,1,54.14,2,1,1,211,D
17553,C25798,117,2,125.54,3,2,1,321,C
17554,C25799,331,1,148.71,2,1,1,211,D
17555,C258,687,1,87.9,1,1,1,111,D
17556,C2580,546,1,45.86,1,1,1,111,D
17557,C25800,331,1,198.57,2,1,1,211,D
17558,C25801,331,1,238.68,2,1,1,211,D
17559,C25802,331,1,127.16,2,1,1,211,D
17560,C25803,331,1,134.28,2,1,1,211,D
17561,C25804,331,1,117.95,2,1,1,211,D
17562,C25805,331,1,256.67,2,1,1,211,D
17563,C25806,331,1,35.0,2,1,1,211,D
17564,C25807,331,1,171.0,2,1,1,211,D
17565,C25808,331,1,74.06,2,1,1,211,D
17566,C25809,331,1,45.91,2,1,1,211,D
17567,C2581,546,1,211.91,1,1,1,111,D
17568,C25810,331,1,172.4,2,1,1,211,D
17569,C25811,331,1,35.04,2,1,1,211,D
17570,C25812,331,1,90.26,2,1,1,211,D
17571,C25813,331,1,136.49,2,1,1,211,D
17572,C25814,331,1,253.08,2,1,1,211,D
17573,C25815,197,2,77.17999999999999,2,2,1,221,D
17574,C25816,331,1,218.58,2,1,1,211,D
17575,C25817,331,1,88.72,2,1,1,211,D
17576,C25818,331,1,35.0,2,1,1,211,D
17577,C25819,331,1,57.69,2,1,1,211,D
17578,C2582,546,1,238.07999999999998,1,1,1,111,D
17579,C25820,331,1,518.77,2,1,2,212,D
17580,C25821,331,1,268.9,2,1,1,211,D
17581,C25822,331,1,97.89999999999999,2,1,1,211,D
17582,C25823,331,1,105.36999999999999,2,1,1,211,D
17583,C25824,331,1,164.81,2,1,1,211,D
17584,C25825,331,1,76.02,2,1,1,211,D
17585,C25826,331,1,57.68,2,1,1,211,D
17586,C25827,331,1,76.65,2,1,1,211,D
17587,C25828,331,1,134.45,2,1,1,211,D
17588,C25829,331,1,67.36,2,1,1,211,D
17589,C2583,546,1,111.21000000000001,1,1,1,111,D
17590,C25830,331,1,33.0,2,1,1,211,D
17591,C25831,331,1,69.41,2,1,1,211,D
17592,C25832,331,1,106.85000000000001,2,1,1,211,D
17593,C25833,331,1,287.06,2,1,1,211,D
17594,C25834,331,1,41.0,2,1,1,211,D
17595,C25835,331,1,120.09,2,1,1,211,D
17596,C25836,331,1,82.12,2,1,1,211,D
17597,C25837,331,1,77.66,2,1,1,211,D
17598,C25838,331,1,137.53,2,1,1,211,D
17599,C25839,331,1,59.69,2,1,1,211,D
17600,C2584,546,1,63.7,1,1,1,111,D
17601,C25840,331,1,612.38,2,1,2,212,D
17602,C25841,331,1,99.34,2,1,1,211,D
17603,C25842,331,1,21.77,2,1,1,211,D
17604,C25843,331,1,516.42,2,1,2,212,D
17605,C25844,331,1,754.59,2,1,2,212,D
17606,C25845,331,1,87.64,2,1,1,211,D
17607,C25846,331,1,53.93,2,1,1,211,D
17608,C25847,331,1,124.02,2,1,1,211,D
17609,C25848,331,1,135.07999999999998,2,1,1,211,D
17610,C25849,330,1,26.78,2,1,1,211,D
17611,C2585,546,1,74.57,1,1,1,111,D
17612,C25850,330,1,34.0,2,1,1,211,D
17613,C25851,330,1,107.65,2,1,1,211,D
17614,C25852,330,1,41.69,2,1,1,211,D
17615,C25853,330,1,105.06,2,1,1,211,D
17616,C25854,330,2,2234.66,2,2,3,223,B
17617,C25855,330,1,71.05,2,1,1,211,D
17618,C25856,330,1,96.8,2,1,1,211,D
17619,C25857,330,1,121.98,2,1,1,211,D
17620,C25858,330,1,96.4,2,1,1,211,D
17621,C25859,330,1,57.6,2,1,1,211,D
17622,C2586,546,1,46.64,1,1,1,111,D
17623,C25860,330,1,35.0,2,1,1,211,D
17624,C25861,330,1,220.02,2,1,1,211,D
17625,C25862,330,1,94.25,2,1,1,211,D
17626,C25863,330,1,76.08,2,1,1,211,D
17627,C25864,330,1,92.67,2,1,1,211,D
17628,C25865,330,1,116.94,2,1,1,211,D
17629,C25866,330,1,25.240000000000002,2,1,1,211,D
17630,C25867,330,1,116.23,2,1,1,211,D
17631,C25868,330,1,43.0,2,1,1,211,D
17632,C25869,330,1,164.79000000000002,2,1,1,211,D
17633,C2587,546,1,49.739999999999995,1,1,1,111,D
17634,C25870,330,1,880.51,2,1,2,212,D
17635,C25871,330,1,215.77,2,1,1,211,D
17636,C25872,330,1,154.19,2,1,1,211,D
17637,C25873,330,1,219.45000000000002,2,1,1,211,D
17638,C25874,330,1,84.24,2,1,1,211,D
17639,C25875,330,1,181.91,2,1,1,211,D
17640,C25876,330,1,55.11,2,1,1,211,D
17641,C25877,330,1,82.73,2,1,1,211,D
17642,C25878,330,1,187.75,2,1,1,211,D
17643,C25879,330,1,37.78,2,1,1,211,D
17644,C2588,546,1,95.34,1,1,1,111,D
17645,C25880,330,1,146.29,2,1,1,211,D
17646,C25881,330,1,166.58,2,1,1,211,D
17647,C25882,330,1,345.51,2,1,2,212,D
17648,C25883,330,1,60.1,2,1,1,211,D
17649,C25884,330,1,77.57,2,1,1,211,D
17650,C25885,330,1,54.629999999999995,2,1,1,211,D
17651,C25886,330,1,186.95,2,1,1,211,D
17652,C25887,316,2,182.8,2,2,1,221,D
17653,C25888,330,1,273.39,2,1,1,211,D
17654,C25889,330,1,153.17000000000002,2,1,1,211,D
17655,C2589,546,1,114.0,1,1,1,111,D
17656,C25890,330,1,65.0,2,1,1,211,D
17657,C25891,330,1,288.13,2,1,1,211,D
17658,C25892,330,1,62.01,2,1,1,211,D
17659,C25893,330,1,62.62,2,1,1,211,D
17660,C25894,330,1,263.24,2,1,1,211,D
17661,C25895,330,1,87.96000000000001,2,1,1,211,D
17662,C25896,330,1,61.989999999999995,2,1,1,211,D
17663,C25897,330,1,77.57,2,1,1,211,D
17664,C25898,330,1,150.0,2,1,1,211,D
17665,C25899,330,1,39.839999999999996,2,1,1,211,D
17666,C259,687,1,79.99,1,1,1,111,D
17667,C2590,546,1,120.93,1,1,1,111,D
17668,C25900,330,1,128.31,2,1,1,211,D
17669,C25901,330,1,374.35,2,1,2,212,D
17670,C25902,330,1,217.15,2,1,1,211,D
17671,C25903,330,1,52.589999999999996,2,1,1,211,D
17672,C25904,330,1,133.11,2,1,1,211,D
17673,C25905,330,1,168.20000000000002,2,1,1,211,D
17674,C25906,330,1,34.839999999999996,2,1,1,211,D
17675,C25907,330,1,600.09,2,1,2,212,D
17676,C25908,330,1,675.01,2,1,2,212,D
17677,C25909,330,1,105.18,2,1,1,211,D
17678,C2591,546,1,104.7,1,1,1,111,D
17679,C25910,330,1,408.16,2,1,2,212,D
17680,C25911,330,1,64.24,2,1,1,211,D
17681,C25912,330,1,82.7,2,1,1,211,D
17682,C25913,330,1,127.92,2,1,1,211,D
17683,C25914,330,1,31.75,2,1,1,211,D
17684,C25915,330,1,247.14000000000001,2,1,1,211,D
17685,C25916,330,1,1635.64,2,1,3,213,B
17686,C25917,330,1,37.82,2,1,1,211,D
17687,C25918,330,1,181.55,2,1,1,211,D
17688,C25919,330,1,370.93,2,1,2,212,D
17689,C2592,546,1,667.71,1,1,2,112,D
17690,C25920,330,1,294.75,2,1,1,211,D
17691,C25921,330,1,275.2,2,1,1,211,D
17692,C25922,330,1,518.15,2,1,2,212,D
17693,C25923,330,1,175.79000000000002,2,1,1,211,D
17694,C25924,330,1,95.64,2,1,1,211,D
17695,C25925,330,1,69.33,2,1,1,211,D
17696,C25926,330,1,155.74,2,1,1,211,D
17697,C25927,330,1,113.62,2,1,1,211,D
17698,C25928,330,1,191.46,2,1,1,211,D
17699,C25929,330,1,78.71000000000001,2,1,1,211,D
17700,C2593,546,1,406.87,1,1,2,112,D
17701,C25930,330,1,137.2,2,1,1,211,D
17702,C25931,330,1,164.79,2,1,1,211,D
17703,C25932,330,1,116.06,2,1,1,211,D
17704,C25933,330,1,77.57,2,1,1,211,D
17705,C25934,330,1,116.23,2,1,1,211,D
17706,C25935,330,1,159.39000000000001,2,1,1,211,D
17707,C25936,330,1,106.88,2,1,1,211,D
17708,C25937,330,1,599.3,2,1,2,212,D
17709,C25938,330,1,293.58,2,1,1,211,D
17710,C25939,330,1,50.53,2,1,1,211,D
17711,C2594,546,1,82.97,1,1,1,111,D
17712,C25940,330,1,83.17,2,1,1,211,D
17713,C25941,330,2,311.27,2,2,2,222,B
17714,C25942,330,1,79.98,2,1,1,211,D
17715,C25943,330,1,84.12,2,1,1,211,D
17716,C25944,330,1,57.910000000000004,2,1,1,211,D
17717,C25945,295,2,146.3,2,2,1,221,D
17718,C25946,330,1,84.14,2,1,1,211,D
17719,C25947,330,1,131.44,2,1,1,211,D
17720,C25948,330,1,107.21000000000001,2,1,1,211,D
17721,C25949,330,1,137.53,2,1,1,211,D
17722,C2595,546,1,34.51,1,1,1,111,D
17723,C25950,330,1,45.93000000000001,2,1,1,211,D
17724,C25951,330,1,34.0,2,1,1,211,D
17725,C25952,330,1,196.99,2,1,1,211,D
17726,C25953,330,1,70.03,2,1,1,211,D
17727,C25954,330,1,85.14,2,1,1,211,D
17728,C25955,330,1,120.08000000000001,2,1,1,211,D
17729,C25956,330,1,106.87,2,1,1,211,D
17730,C25957,330,1,97.86999999999999,2,1,1,211,D
17731,C25958,330,1,53.15,2,1,1,211,D
17732,C25959,330,1,105.71,2,1,1,211,D
17733,C2596,546,1,761.8199999999999,1,1,2,112,D
17734,C25960,330,1,117.44,2,1,1,211,D
17735,C25961,330,2,432.59999999999997,2,2,2,222,B
17736,C25962,330,1,308.15999999999997,2,1,2,212,D
17737,C25963,330,1,52.26,2,1,1,211,D
17738,C25964,330,1,84.69,2,1,1,211,D
17739,C25965,330,1,91.66000000000001,2,1,1,211,D
17740,C25966,330,1,31.75,2,1,1,211,D
17741,C25967,330,1,36.69,2,1,1,211,D
17742,C25968,330,1,123.01,2,1,1,211,D
17743,C25969,330,1,1605.14,2,1,3,213,B
17744,C2597,546,1,37.72,1,1,1,111,D
17745,C25970,330,1,73.71,2,1,1,211,D
17746,C25971,330,1,155.14,2,1,1,211,D
17747,C25972,330,1,140.07999999999998,2,1,1,211,D
17748,C25973,330,1,42.0,2,1,1,211,D
17749,C25974,330,1,76.98,2,1,1,211,D
17750,C25975,330,1,89.27000000000001,2,1,1,211,D
17751,C25976,330,1,138.51,2,1,1,211,D
17752,C25977,330,1,70.74,2,1,1,211,D
17753,C25978,330,1,155.14,2,1,1,211,D
17754,C25979,330,1,34.089999999999996,2,1,1,211,D
17755,C2598,546,1,165.71,1,1,1,111,D
17756,C25980,330,1,72.66,2,1,1,211,D
17757,C25981,330,1,154.74,2,1,1,211,D
17758,C25982,330,1,58.76,2,1,1,211,D
17759,C25983,330,1,237.29000000000002,2,1,1,211,D
17760,C25984,330,1,47.68,2,1,1,211,D
17761,C25985,330,1,41.379999999999995,2,1,1,211,D
17762,C25986,330,1,178.64,2,1,1,211,D
17763,C25987,330,1,57.53,2,1,1,211,D
17764,C25988,330,2,367.6,2,2,2,222,B
17765,C25989,330,1,1185.58,2,1,3,213,B
17766,C2599,546,1,59.040000000000006,1,1,1,111,D
17767,C25990,330,1,234.73,2,1,1,211,D
17768,C25991,330,1,117.51,2,1,1,211,D
17769,C25992,330,1,171.85,2,1,1,211,D
17770,C25993,330,1,91.47999999999999,2,1,1,211,D
17771,C25994,330,1,54.93,2,1,1,211,D
17772,C25995,330,1,74.62,2,1,1,211,D
17773,C25996,330,1,21.34,2,1,1,211,D
17774,C25997,330,1,31.75,2,1,1,211,D
17775,C25998,330,1,63.1,2,1,1,211,D
17776,C25999,330,1,128.0,2,1,1,211,D
17777,C26,694,1,267.49,1,1,1,111,D
17778,C260,687,1,33.519999999999996,1,1,1,111,D
17779,C2600,546,1,494.65999999999997,1,1,2,112,D
17780,C26000,330,1,91.05,2,1,1,211,D
17781,C26001,106,2,413.12,3,2,2,322,C
17782,C26002,330,1,284.71000000000004,2,1,1,211,D
17783,C26003,330,1,126.92,2,1,1,211,D
17784,C26004,330,1,115.16,2,1,1,211,D
17785,C26005,330,1,89.75,2,1,1,211,D
17786,C26006,330,1,111.55000000000001,2,1,1,211,D
17787,C26007,330,1,57.82,2,1,1,211,D
17788,C26008,330,1,138.17000000000002,2,1,1,211,D
17789,C26009,330,1,69.73,2,1,1,211,D
17790,C2601,546,1,42.98,1,1,1,111,D
17791,C26010,330,1,326.53,2,1,2,212,D
17792,C26011,330,1,412.52,2,1,2,212,D
